UpdateTime	TopWait
2024-05-08 00:15	> 7
2024-05-08 00:30	> 7
2024-05-08 00:45	> 7
2024-05-08 01:15	> 7
2024-05-08 01:15	> 7
2024-05-08 01:30	> 6
2024-05-08 01:45	> 6
2024-05-08 02:15	> 6
2024-05-08 02:30	> 6
2024-05-08 02:45	> 6
2024-05-08 03:00	> 7
2024-05-08 03:15	> 7
2024-05-08 03:30	> 7
2024-05-08 03:45	> 7
2024-05-08 04:00	> 7
2024-05-08 04:15	> 6
2024-05-08 04:30	> 5
2024-05-08 04:45	> 5
2024-05-08 05:15	> 5
2024-05-08 05:15	> 5
2024-05-08 05:30	> 6
2024-05-08 05:45	> 6
2024-05-08 06:15	> 4
2024-05-08 06:15	> 4
2024-05-08 06:30	> 4
2024-05-08 06:45	> 4
2024-05-08 07:15	> 4
2024-05-08 07:15	> 4
2024-05-08 07:30	> 4
2024-05-08 07:45	> 4
2024-05-08 09:00	> 1
2024-05-08 09:45	> 1
2024-05-08 09:45	> 1
2024-05-08 10:15	> 1
2024-05-08 10:30	> 1
2024-05-08 10:45	> 1
2024-05-08 11:15	> 1
2024-05-08 11:30	> 1
2024-05-08 11:45	> 1
2024-05-08 12:15	> 1
2024-05-08 12:30	> 1
2024-05-08 12:45	> 1
2024-05-08 13:15	> 2
2024-05-08 13:15	> 2
2024-05-08 13:30	> 2
2024-05-08 13:45	> 3
2024-05-08 14:15	> 3
2024-05-08 14:30	> 4
2024-05-08 14:45	> 4
2024-05-08 15:15	> 5
2024-05-08 15:15	> 5
2024-05-08 15:30	> 5
2024-05-08 15:45	> 5
2024-05-08 16:15	> 5
2024-05-08 16:30	> 5
2024-05-08 16:45	> 5
2024-05-08 17:15	> 5
2024-05-08 17:30	> 5
2024-05-08 17:45	> 5
2024-05-08 18:15	> 5
2024-05-08 18:30	> 6
2024-05-08 18:45	> 7
2024-05-08 19:15	> 7
2024-05-08 19:15	> 7
2024-05-08 19:30	> 7
2024-05-08 19:45	> 7
2024-05-08 20:30	> 7
2024-05-08 20:45	> 7
2024-05-08 21:15	> 7
2024-05-08 21:30	> 8
2024-05-08 21:45	> 5
2024-05-08 22:15	> 6
2024-05-08 22:15	> 6
2024-05-08 22:30	> 6
2024-05-08 22:45	> 6
2024-05-08 23:15	> 6
2024-05-08 23:15	> 6
2024-05-08 23:30	> 6
2024-05-08 23:45	> 6
