UpdateTime	TopWait
2025-09-21 00:15	< 1
2025-09-21 00:30	< 1
2025-09-21 00:45	< 1
2025-09-21 01:15	< 1
2025-09-21 01:15	< 1
2025-09-21 01:30	< 1
2025-09-21 01:45	< 1
2025-09-21 02:15	> 2
2025-09-21 02:45	> 2
2025-09-21 03:15	> 2
2025-09-21 03:15	> 2
2025-09-21 03:30	> 2
2025-09-21 03:45	> 2
2025-09-21 04:15	> 2
2025-09-21 04:30	> 2
2025-09-21 04:45	> 2
2025-09-21 05:15	> 2
2025-09-21 05:15	> 2
2025-09-21 05:30	> 2
2025-09-21 06:15	> 2
2025-09-21 07:15	> 2
2025-09-21 07:30	> 2
2025-09-21 07:45	> 2
2025-09-21 11:00	> 1
2025-09-21 11:30	> 1
2025-09-21 12:15	> 2
2025-09-21 12:30	> 2
2025-09-21 12:45	> 2
2025-09-21 13:30	> 2
2025-09-21 13:45	> 2
2025-09-21 14:30	< 1
2025-09-21 14:45	< 1
2025-09-21 15:15	< 1
2025-09-21 15:30	> 1
2025-09-21 15:45	> 3
2025-09-21 16:15	> 6
2025-09-21 16:30	> 6
2025-09-21 16:45	> 6
2025-09-21 17:30	> 6
2025-09-21 17:45	> 6
2025-09-21 18:15	> 6
2025-09-21 18:30	> 6
2025-09-21 18:45	> 6
2025-09-21 19:15	> 6
2025-09-21 19:15	> 6
2025-09-21 19:30	> 5
2025-09-21 19:45	> 5
2025-09-21 20:45	> 3
2025-09-21 21:30	> 3
2025-09-21 21:30	> 3
2025-09-21 21:45	> 3
2025-09-21 22:15	> 4
2025-09-21 22:30	> 4
2025-09-21 22:45	> 4
2025-09-21 23:30	> 4
2025-09-21 23:45	> 4
