2025-05-18 02:45	> 2
2025-05-18 02:45	> 2
2025-05-18 03:15	> 3
2025-05-18 03:30	> 3
2025-05-18 03:45	> 3
2025-05-18 04:15	> 2
2025-05-18 04:30	> 2
2025-05-18 04:45	> 2
2025-05-18 05:15	> 2
2025-05-18 05:30	> 2
2025-05-18 05:45	> 2
2025-05-18 06:30	> 2
2025-05-18 06:45	> 3
2025-05-18 07:15	> 3
2025-05-18 07:30	> 3
2025-05-18 07:45	> 3
2025-05-18 10:15	> 2
2025-05-18 11:15	> 2
2025-05-18 12:30	> 2
2025-05-18 12:45	> 2
2025-05-18 13:15	> 2
2025-05-18 13:30	> 3
2025-05-18 13:45	> 3
2025-05-18 14:30	> 4
2025-05-18 14:45	> 4
2025-05-18 15:15	> 4
2025-05-18 15:30	> 4
2025-05-18 15:45	> 4
2025-05-18 16:15	> 5
2025-05-18 16:30	> 5
2025-05-18 16:45	> 5
2025-05-18 17:15	> 5
2025-05-18 17:30	> 5
2025-05-18 17:45	> 5
2025-05-18 18:00	> 4
2025-05-18 18:30	> 4
2025-05-18 18:45	> 4
2025-05-18 19:15	> 3
2025-05-18 19:15	> 3
2025-05-18 19:30	> 1
2025-05-18 19:45	> 1
2025-05-18 20:45	> 1
2025-05-18 21:00	> 1
2025-05-18 21:30	> 1
2025-05-18 21:45	> 1
2025-05-18 22:15	> 1
2025-05-18 22:30	> 1
2025-05-18 22:45	> 1
2025-05-18 23:15	> 1
2025-05-18 23:30	> 1
2025-05-18 23:45	> 1
