UpdateTime	TopWait
2024-09-11 00:15	> 5
2024-09-11 00:30	> 5
2024-09-11 00:45	> 5
2024-09-11 01:15	> 5
2024-09-11 01:30	> 5
2024-09-11 01:45	> 5
2024-09-11 02:15	> 5
2024-09-11 02:30	> 5
2024-09-11 02:45	> 5
2024-09-11 03:15	> 5
2024-09-11 03:15	> 5
2024-09-11 03:30	> 5
2024-09-11 03:45	> 5
2024-09-11 04:15	> 5
2024-09-11 04:30	> 5
2024-09-11 04:45	> 5
2024-09-11 05:15	> 5
2024-09-11 05:30	> 5
2024-09-11 05:45	> 5
2024-09-11 06:15	> 5
2024-09-11 06:30	> 5
2024-09-11 06:45	> 5
2024-09-11 07:15	> 5
2024-09-11 07:30	> 5
2024-09-11 07:45	> 5
2024-09-11 09:30	> 1
2024-09-11 10:30	> 1
2024-09-11 10:45	> 1
2024-09-11 11:15	< 1
2024-09-11 11:30	< 1
2024-09-11 11:45	< 1
2024-09-11 12:15	< 1
2024-09-11 12:30	< 1
2024-09-11 12:45	< 1
2024-09-11 13:30	< 1
2024-09-11 13:45	< 1
2024-09-11 14:30	< 1
2024-09-11 14:30	< 1
2024-09-11 14:45	< 1
2024-09-11 15:15	< 1
2024-09-11 15:30	> 1
2024-09-11 15:45	> 1
2024-09-11 16:15	> 1
2024-09-11 16:30	> 1
2024-09-11 16:45	> 2
2024-09-11 17:15	> 2
2024-09-11 17:30	> 1
2024-09-11 17:45	> 1
2024-09-11 18:15	> 1
2024-09-11 18:30	> 1
2024-09-11 18:45	> 1
2024-09-11 19:15	> 1
2024-09-11 19:30	> 1
2024-09-11 19:45	> 1
2024-09-11 20:30	> 3
2024-09-11 21:00	> 3
2024-09-11 21:30	> 3
2024-09-11 21:30	> 3
2024-09-11 21:45	> 4
2024-09-11 22:15	> 4
2024-09-11 22:30	> 4
2024-09-11 22:45	> 5
2024-09-11 23:15	> 5
2024-09-11 23:30	> 5
2024-09-11 23:45	> 5
