UpdateTime	TopWait
2024-06-10 00:15	< 1
2024-06-10 00:30	< 1
2024-06-10 00:45	< 1
2024-06-10 01:15	< 1
2024-06-10 01:15	< 1
2024-06-10 01:30	< 1
2024-06-10 01:45	< 1
2024-06-10 02:15	< 1
2024-06-10 02:30	< 1
2024-06-10 02:45	< 1
2024-06-10 03:15	< 1
2024-06-10 03:15	< 1
2024-06-10 03:30	< 1
2024-06-10 03:45	< 1
2024-06-10 04:15	< 1
2024-06-10 04:30	< 1
2024-06-10 04:45	< 1
2024-06-10 05:15	< 1
2024-06-10 05:15	< 1
2024-06-10 05:30	< 1
2024-06-10 05:45	< 1
2024-06-10 06:15	< 1
2024-06-10 06:30	< 1
2024-06-10 06:45	< 1
2024-06-10 07:15	< 1
2024-06-10 07:15	< 1
2024-06-10 07:30	< 1
2024-06-10 07:45	< 1
2024-06-10 09:30	> 1
2024-06-10 10:15	> 1
2024-06-10 10:45	> 1
2024-06-10 10:45	> 1
2024-06-10 11:15	> 1
2024-06-10 11:45	> 1
2024-06-10 12:15	> 1
2024-06-10 12:30	< 1
2024-06-10 12:45	< 1
2024-06-10 13:15	< 1
2024-06-10 13:30	< 1
2024-06-10 13:45	< 1
2024-06-10 14:15	< 1
2024-06-10 14:30	< 1
2024-06-10 14:45	< 1
2024-06-10 15:15	< 1
2024-06-10 15:15	< 1
2024-06-10 15:30	< 1
2024-06-10 15:45	< 1
2024-06-10 16:15	< 1
2024-06-10 16:30	< 1
2024-06-10 16:45	< 1
2024-06-10 17:15	< 1
2024-06-10 17:30	< 1
2024-06-10 17:45	< 1
2024-06-10 18:15	< 1
2024-06-10 18:30	< 1
2024-06-10 18:45	< 1
2024-06-10 19:15	< 1
2024-06-10 19:15	< 1
2024-06-10 19:30	< 1
2024-06-10 19:45	< 1
2024-06-10 20:30	< 1
2024-06-10 21:00	< 1
2024-06-10 21:15	< 1
2024-06-10 21:30	< 1
2024-06-10 21:45	< 1
2024-06-10 22:15	< 1
2024-06-10 22:30	< 1
2024-06-10 22:45	< 1
2024-06-10 23:15	< 1
2024-06-10 23:30	< 1
2024-06-10 23:45	< 1
