UpdateTime	TopWait
2024-10-11 00:15	> 3
2024-10-11 00:30	> 3
2024-10-11 00:45	> 3
2024-10-11 01:30	> 3
2024-10-11 01:45	> 3
2024-10-11 02:45	> 2
2024-10-11 02:45	> 2
2024-10-11 03:15	> 3
2024-10-11 03:15	> 3
2024-10-11 03:30	> 3
2024-10-11 04:15	> 3
2024-10-11 04:30	> 3
2024-10-11 04:45	> 3
2024-10-11 05:15	> 3
2024-10-11 05:30	> 3
2024-10-11 05:45	> 3
2024-10-11 06:15	> 3
2024-10-11 06:30	> 3
2024-10-11 06:45	> 3
2024-10-11 07:15	> 3
2024-10-11 07:30	> 3
2024-10-11 07:45	> 3
2024-10-11 09:45	> 1
2024-10-11 10:30	> 1
2024-10-11 11:00	> 1
2024-10-11 11:30	> 1
2024-10-11 11:45	> 1
2024-10-11 12:15	> 1
2024-10-11 12:30	> 1
2024-10-11 12:45	> 1
2024-10-11 13:15	> 1
2024-10-11 13:30	> 1
2024-10-11 13:45	> 1
2024-10-11 14:45	> 1
2024-10-11 14:45	> 1
2024-10-11 15:15	> 1
2024-10-11 15:30	> 1
2024-10-11 15:45	> 2
2024-10-11 16:15	> 2
2024-10-11 16:30	> 2
2024-10-11 16:45	> 2
2024-10-11 17:15	> 2
2024-10-11 17:30	> 2
2024-10-11 18:15	> 2
2024-10-11 18:30	> 2
2024-10-11 18:45	> 2
2024-10-11 19:15	> 2
2024-10-11 19:30	> 3
2024-10-11 19:45	> 3
2024-10-11 20:30	> 3
2024-10-11 21:00	> 3
2024-10-11 21:30	> 3
2024-10-11 21:30	> 3
2024-10-11 21:45	> 3
2024-10-11 22:15	> 2
2024-10-11 22:30	> 2
2024-10-11 22:45	> 2
2024-10-11 23:15	> 2
2024-10-11 23:30	> 2
2024-10-11 23:45	> 2
