UpdateTime	TopWait
2024-07-18 00:15	< 1
2024-07-18 00:30	< 1
2024-07-18 00:45	< 1
2024-07-18 01:15	< 1
2024-07-18 01:15	< 1
2024-07-18 01:30	< 1
2024-07-18 01:45	> 1
2024-07-18 02:15	> 1
2024-07-18 02:30	> 1
2024-07-18 02:45	> 1
2024-07-18 03:00	> 1
2024-07-18 03:15	< 1
2024-07-18 03:30	< 1
2024-07-18 03:45	< 1
2024-07-18 04:15	< 1
2024-07-18 04:30	< 1
2024-07-18 04:45	> 1
2024-07-18 05:15	> 1
2024-07-18 05:15	> 1
2024-07-18 05:30	> 1
2024-07-18 05:45	> 1
2024-07-18 06:15	> 1
2024-07-18 06:30	> 1
2024-07-18 06:45	> 1
2024-07-18 07:15	> 1
2024-07-18 07:30	> 1
2024-07-18 07:45	> 4
2024-07-18 09:30	> 4
2024-07-18 10:15	> 3
2024-07-18 10:45	> 3
2024-07-18 10:45	> 3
2024-07-18 11:15	> 1
2024-07-18 11:30	> 1
2024-07-18 11:45	> 1
2024-07-18 12:15	> 1
2024-07-18 12:30	> 1
2024-07-18 12:45	> 2
2024-07-18 13:15	> 2
2024-07-18 13:30	> 2
2024-07-18 13:45	> 2
2024-07-18 14:15	> 2
2024-07-18 14:30	> 2
2024-07-18 14:45	> 3
2024-07-18 15:15	> 3
2024-07-18 15:15	> 3
2024-07-18 15:30	> 3
2024-07-18 15:45	> 3
2024-07-18 16:15	> 3
2024-07-18 16:30	> 3
2024-07-18 16:45	> 3
2024-07-18 17:15	> 3
2024-07-18 17:30	> 3
2024-07-18 17:45	> 3
2024-07-18 18:15	> 3
2024-07-18 18:30	> 2
2024-07-18 18:45	> 2
2024-07-18 19:15	> 2
2024-07-18 19:15	> 2
2024-07-18 19:30	> 2
2024-07-18 19:45	> 2
2024-07-18 20:30	> 2
2024-07-18 21:00	> 2
2024-07-18 21:15	> 2
2024-07-18 21:30	> 2
2024-07-18 21:45	> 2
2024-07-18 22:15	> 2
2024-07-18 22:30	> 2
2024-07-18 22:45	> 2
2024-07-18 23:15	> 2
2024-07-18 23:30	> 2
2024-07-18 23:45	> 2
