2025-05-19 03:15	> 4
2025-05-19 03:30	> 4
2025-05-19 03:45	> 4
2025-05-19 04:15	> 4
2025-05-19 04:30	> 4
2025-05-19 04:45	> 5
2025-05-19 05:15	> 5
2025-05-19 05:30	> 5
2025-05-19 05:45	> 5
2025-05-19 06:30	> 5
2025-05-19 06:45	> 5
2025-05-19 07:15	> 5
2025-05-19 07:30	> 5
2025-05-19 07:45	> 5
2025-05-19 10:15	> 7
2025-05-19 11:30	> 4
2025-05-19 12:00	> 3
2025-05-19 12:30	> 4
2025-05-19 12:45	> 4
2025-05-19 13:15	> 3
2025-05-19 13:30	> 3
2025-05-19 13:45	> 3
2025-05-19 14:30	> 4
2025-05-19 14:45	> 5
2025-05-19 15:15	> 5
2025-05-19 15:30	> 5
2025-05-19 15:45	> 5
2025-05-19 16:30	> 5
2025-05-19 16:45	> 5
2025-05-19 17:15	> 5
2025-05-19 17:30	> 5
2025-05-19 17:45	> 4
2025-05-19 18:15	> 4
2025-05-19 18:45	> 4
2025-05-19 18:45	> 4
2025-05-19 19:15	> 5
2025-05-19 19:30	> 5
2025-05-19 19:45	> 5
2025-05-19 20:45	> 5
2025-05-19 21:30	> 5
2025-05-19 21:45	> 5
2025-05-19 22:15	> 4
2025-05-19 22:45	> 5
2025-05-19 22:45	> 5
2025-05-19 23:15	> 4
2025-05-19 23:30	> 4
2025-05-19 23:45	> 4
