UpdateTime	TopWait
2025-02-20 00:30	> 4
2025-02-20 00:45	> 4
2025-02-20 01:15	> 4
2025-02-20 01:30	> 4
2025-02-20 01:45	> 4
2025-02-20 02:30	> 3
2025-02-20 02:45	> 2
2025-02-20 02:45	> 2
2025-02-20 03:15	> 4
2025-02-20 03:15	> 4
2025-02-20 03:30	> 4
2025-02-20 03:45	> 4
2025-02-20 04:15	> 4
2025-02-20 04:30	> 4
2025-02-20 04:45	> 4
2025-02-20 05:15	> 4
2025-02-20 05:30	> 4
2025-02-20 05:45	> 4
2025-02-20 06:15	> 4
2025-02-20 06:45	> 4
2025-02-20 07:15	> 4
2025-02-20 07:45	> 4
2025-02-20 09:45	> 2
2025-02-20 10:45	> 2
2025-02-20 11:15	> 2
2025-02-20 11:30	> 2
2025-02-20 11:45	> 2
2025-02-20 12:30	> 2
2025-02-20 12:45	> 2
2025-02-20 13:15	> 2
2025-02-20 13:30	> 2
2025-02-20 13:45	> 2
2025-02-20 14:45	> 3
2025-02-20 14:45	> 3
2025-02-20 15:15	> 3
2025-02-20 15:30	> 3
2025-02-20 15:45	> 3
2025-02-20 16:15	> 3
2025-02-20 16:30	> 3
2025-02-20 16:45	> 3
2025-02-20 17:15	> 3
2025-02-20 17:30	> 3
2025-02-20 17:45	> 3
2025-02-20 18:15	> 3
2025-02-20 18:30	> 3
2025-02-20 18:45	> 3
2025-02-20 19:15	> 3
2025-02-20 19:15	> 3
2025-02-20 19:30	> 3
2025-02-20 19:45	> 3
2025-02-20 20:45	> 4
2025-02-20 21:00	> 4
2025-02-20 21:30	> 4
2025-02-20 21:30	> 4
2025-02-20 21:45	> 4
2025-02-20 22:15	> 4
2025-02-20 22:30	> 4
2025-02-20 23:30	> 4
2025-02-20 23:45	> 4
